gnb_id,rnti,toa_val,snr,timestamp,timestamp_in_seconds
0,58709,4.0,24.0,2023-05-25 16:01:44.000447,72.779191
1,0,8.0,0.0,2023-05-25 16:01:44.002961,71.782894
2,0,96.0,0.0,2023-05-25 16:01:44.222616,69.684113
0,58709,4.0,25.0,2023-05-25 16:01:44.301922,73.080666
1,0,86.0,0.0,2023-05-25 16:01:44.304423,72.084356
2,0,17.0,0.0,2023-05-25 16:01:44.524113,69.98561
0,58709,4.0,25.0,2023-05-25 16:01:44.603438,73.382182
1,0,47.0,0.0,2023-05-25 16:01:44.605879,72.385812
2,0,49.0,0.0,2023-05-25 16:01:44.825781,70.287278
0,58709,4.0,25.0,2023-05-25 16:01:44.904960,73.683704
2,0,55.0,0.0,2023-05-25 16:01:45.127419,70.588916
0,58709,7.0,26.0,2023-05-25 16:01:45.206457,73.985201
1,0,11.0,0.0,2023-05-25 16:01:45.208473,72.988406
0,58709,4.0,24.0,2023-05-25 16:01:45.508020,74.286764
1,0,85.0,0.0,2023-05-25 16:01:45.509913,73.289846
2,0,11.0,0.0,2023-05-25 16:01:45.730702,71.192199
0,58709,3.0,26.0,2023-05-25 16:01:45.809662,74.588406
0,58709,4.0,25.0,2023-05-25 16:01:46.110980,74.889724
0,58709,4.0,26.0,2023-05-25 16:01:46.412435,75.191179
0,58709,3.0,26.0,2023-05-25 16:01:46.713915,75.492659
2,0,45.0,0.0,2023-05-25 16:01:46.937442,72.398939
0,58709,3.0,25.0,2023-05-25 16:01:47.015086,75.79383
2,0,27.0,0.0,2023-05-25 16:01:47.239021,72.700518
0,58709,3.0,26.0,2023-05-25 16:01:47.316593,76.095337
1,0,27.0,0.0,2023-05-25 16:01:47.317900,75.097833
2,0,84.0,0.0,2023-05-25 16:01:47.540833,73.00233
0,58709,3.0,24.0,2023-05-25 16:01:47.617941,76.396685
1,0,31.0,0.0,2023-05-25 16:01:47.619319,75.399252
2,0,66.0,0.0,2023-05-25 16:01:47.842482,73.303979
0,58709,2.0,24.0,2023-05-25 16:01:47.919471,76.698215
1,0,14.0,0.0,2023-05-25 16:01:47.920711,75.700644
2,0,61.0,0.0,2023-05-25 16:01:48.144015,73.605512
0,58709,2.0,24.0,2023-05-25 16:01:48.220966,76.99971
1,0,5.0,0.0,2023-05-25 16:01:48.222348,76.002281
2,0,11.0,0.0,2023-05-25 16:01:48.445875,73.907372
0,58709,2.0,24.0,2023-05-25 16:01:48.522641,77.301385
1,0,6.0,0.0,2023-05-25 16:01:48.523743,76.303676
2,0,71.0,0.0,2023-05-25 16:01:48.747497,74.208994
0,58709,2.0,24.0,2023-05-25 16:01:48.823867,77.602611
1,0,70.0,0.0,2023-05-25 16:01:48.824987,76.60492
2,0,56.0,0.0,2023-05-25 16:01:49.049017,74.510514
0,58709,4.0,25.0,2023-05-25 16:01:49.125343,77.904087
2,0,26.0,0.0,2023-05-25 16:01:49.350918,74.812415
0,58709,4.0,26.0,2023-05-25 16:01:49.426658,78.205402
1,0,33.0,0.0,2023-05-25 16:01:49.428308,77.208241
0,58709,5.0,24.0,2023-05-25 16:01:49.728351,78.507095
1,0,90.0,0.0,2023-05-25 16:01:49.729565,77.509498
0,58709,4.0,24.0,2023-05-25 16:01:50.030144,78.808888
1,0,3.0,0.0,2023-05-25 16:01:50.031505,77.811438
0,58709,4.0,26.0,2023-05-25 16:01:50.331712,79.110456
2,0,9.0,0.0,2023-05-25 16:01:50.558057,76.019554
0,58709,4.0,26.0,2023-05-25 16:01:50.633193,79.411937
2,0,54.0,0.0,2023-05-25 16:01:50.859769,76.321266
0,58709,4.0,26.0,2023-05-25 16:01:50.934652,79.713396
2,0,80.0,0.0,2023-05-25 16:01:51.161440,76.622937
0,58709,3.0,25.0,2023-05-25 16:01:51.236500,80.015244
1,0,37.0,0.0,2023-05-25 16:01:51.237379,79.017312
2,0,93.0,0.0,2023-05-25 16:01:51.462854,76.924351
0,58709,3.0,26.0,2023-05-25 16:01:51.537889,80.316633
1,0,5.0,0.0,2023-05-25 16:01:51.538938,79.318871
0,58709,6.0,26.0,2023-05-25 16:01:51.839059,80.617803
1,0,22.0,0.0,2023-05-25 16:01:51.840059,79.619992
2,0,59.0,0.0,2023-05-25 16:01:52.066140,77.527637
0,58709,6.0,26.0,2023-05-25 16:01:52.140738,80.919482
1,0,3.0,0.0,2023-05-25 16:01:52.141588,79.921521
2,0,16.0,0.0,2023-05-25 16:01:52.367634,77.829131
0,58709,6.0,27.0,2023-05-25 16:01:52.442464,81.221208
1,0,51.0,0.0,2023-05-25 16:01:52.443450,80.223383
0,58709,6.0,26.0,2023-05-25 16:01:52.743946,81.52269
2,0,62.0,0.0,2023-05-25 16:01:52.970682,78.432179
0,58709,5.0,25.0,2023-05-25 16:01:53.045262,81.824006
1,0,79.0,0.0,2023-05-25 16:01:53.046447,80.82638
0,58709,4.0,26.0,2023-05-25 16:01:53.346806,82.12555
1,0,22.0,0.0,2023-05-25 16:01:53.347992,81.127925
0,58709,4.0,26.0,2023-05-25 16:01:53.648368,82.427112
1,0,32.0,0.0,2023-05-25 16:01:53.649391,81.429324
0,58709,4.0,24.0,2023-05-25 16:01:53.949913,82.728657
1,0,52.0,0.0,2023-05-25 16:01:53.950915,81.730848
2,0,35.0,0.0,2023-05-25 16:01:54.177955,79.639452
0,58709,4.0,26.0,2023-05-25 16:01:54.251479,83.030223
2,0,17.0,0.0,2023-05-25 16:01:54.479649,79.941146
2,0,28.0,0.0,2023-05-25 16:01:54.781023,80.24252
0,58709,6.0,26.0,2023-05-25 16:01:54.854143,83.632887
2,0,59.0,0.0,2023-05-25 16:01:55.082663,80.54416
0,58709,6.0,26.0,2023-05-25 16:01:55.155634,83.934378
0,58709,6.0,27.0,2023-05-25 16:01:55.457187,84.235931
2,0,48.0,0.0,2023-05-25 16:01:55.686051,81.147548
0,58709,5.0,25.0,2023-05-25 16:01:55.758773,84.537517
1,0,45.0,0.0,2023-05-25 16:01:55.759574,83.539507
2,0,1.0,2.0,2023-05-25 16:01:55.987594,81.449091
0,58709,5.0,26.0,2023-05-25 16:01:56.060421,84.839165
1,0,58.0,0.0,2023-05-25 16:01:56.061355,83.841288
2,0,40.0,0.0,2023-05-25 16:01:56.289015,81.750512
0,58709,8.0,26.0,2023-05-25 16:01:56.362008,85.140752
1,0,36.0,0.0,2023-05-25 16:01:56.363008,84.142941
0,58709,8.0,25.0,2023-05-25 16:01:56.663432,85.442176
1,0,7.0,0.0,2023-05-25 16:01:56.664744,84.444677
0,58709,7.0,26.0,2023-05-25 16:01:56.964910,85.743654
1,0,41.0,0.0,2023-05-25 16:01:56.966009,84.745942
0,58709,7.0,26.0,2023-05-25 16:01:57.266447,86.045191
1,0,94.0,0.0,2023-05-25 16:01:57.267262,85.047195
0,58709,7.0,24.0,2023-05-25 16:01:57.567937,86.346681
1,0,60.0,0.0,2023-05-25 16:01:57.568876,85.348809
0,58709,6.0,25.0,2023-05-25 16:01:57.869312,86.648056
1,0,25.0,0.0,2023-05-25 16:01:57.870375,85.650308
0,58709,6.0,24.0,2023-05-25 16:01:58.170974,86.949718
1,0,72.0,1.0,2023-05-25 16:01:58.171866,85.951799
0,58709,8.0,25.0,2023-05-25 16:01:58.472354,87.251098
0,58709,8.0,26.0,2023-05-25 16:01:58.773776,87.55252
0,58709,8.0,26.0,2023-05-25 16:01:59.075234,87.853978
0,58709,7.0,26.0,2023-05-25 16:01:59.376763,88.155507
1,0,63.0,0.0,2023-05-25 16:01:59.377894,87.157827
0,58709,7.0,25.0,2023-05-25 16:01:59.678286,88.45703
0,58709,9.0,27.0,2023-05-25 16:01:59.979897,88.758641
0,58709,9.0,25.0,2023-05-25 16:02:00.281242,89.059986
0,58709,9.0,25.0,2023-05-25 16:02:00.582972,89.361716
0,58709,8.0,25.0,2023-05-25 16:02:00.884488,89.663232
0,58709,7.0,27.0,2023-05-25 16:02:01.185821,89.964565
0,58709,7.0,27.0,2023-05-25 16:02:01.487384,90.266128
0,58709,10.0,26.0,2023-05-25 16:02:01.789096,90.56784
0,58709,10.0,26.0,2023-05-25 16:02:02.090587,90.869331
0,58709,9.0,26.0,2023-05-25 16:02:02.392468,91.171212
0,58709,6.0,24.0,2023-05-25 16:02:02.693878,91.472622
0,58709,5.0,26.0,2023-05-25 16:02:02.995477,91.774221
0,58709,8.0,26.0,2023-05-25 16:02:03.297106,92.07585
